,class_name,class_description,word_count_class_name,class_name_cleaned,label,additional_labels
348,Open practice,"An asana practice focused on a series of related postures. By focusing the mind through breathwork and continuing into  strengthening poses, we prepare the body to move into more challenging shapes. All levels welcome - modifications are given for each pose and we encourage the use of props in order tailor your practice to the specific shape and structure of your body. Workshop and refine the poses you’re used to, and try some new poses too! ",2,open practice,undefined,[]
349,Sakshi Bhava Yoga,"Sakshi Bhava Yoga is a complete practice incorporating the different elements of yoga - posture, organic movement, core strengthening, and yogic breathing to detox the body and mind. The practice is intense while keeping the essence of meditation throughout the class. A truly transformational and healing experience led by Himalayan Yogi Ananda.",3,sakshi bhava yoga,yoga,[]
350,TRAUMA-INFORMED YOGA,"Traumas are difficult experiences that impact our ability to cope and live our everyday life. Yoga can provide transformative therapies to come back into the body, empowering humans to begin reclaiming their inner experience. beU trauma-sensitive yoga classes will create a comfortable space for every one of distressing experiences to reconnect to their bodies and their ability to make choices for themselves. Why yoga? Yoga stimulates the core functions of being alive – which are having the ability to breathe, to build up emotional and physical strength, and to make healthy decisions in life.",2,trauma inform yoga,yoga,[]
351,Trauma Informed Yoga,"This class provides an integrative framework for ​understanding how trauma and chronic stress ​impact the body and mind. This class focuses on ​yoga, somatic practices and meditation for the ​ability to reduce trauma and stress.",3,trauma inform yoga,yoga,[]
352,Level 1 Alignment,"These foundational classes help students develop a basic understanding of yoga and the common poses (asana) used in most classes. Modifications will be highly emphasized, so practitioners will be empowered to make adjustments on their own as they practice. Students will begin to observe and work with their breath and body positioning. A strong emphasis is placed on alignment in the poses, as opposed to flowing from pose to pose. This class offers a more specific alignment focus as taught by BKS Iyengar, but is not a purely Iyengar-style class, nor always taught by an Iyengar-certified teacher.",3,level 1 alignment,undefined,[]
353,Level 1-2. Alignment,"These mixed-level classes help students develop a more integrated understanding of the yoga practice, with an emphasis on alignment, although flowing postures may also be taught. Modifications will be emphasized, so that practitioners will be empowered to make adjustments to better suit their own bodies. Students will observe and work with their breath and body positioning. This class offers a more specific alignment focus as taught by BKS Iyengar, but is not a purely Iyengar-style class, nor always taught by an Iyengar-certified teacher.",3,level 1 2 alignment,undefined,[]
354,ALIGN-LEVEL 2,"This class is perfect for those looking for specific structural alignment, attention to detail, and instructions given with direction and clarity. Enjoy a class with movement, challenge and yet inspired freedom in your body and mind.
Align is taught by expert Abhaya instructors with over 10 years in the field of yoga.

Level 2- Geared to the mid level/experienced practitioners. Expect more refined alignment, longer holds, faster pacing at times, options for inversions, options for arm balances. Have a basic understanding of the names of the poses and vinyasa movements.",2,align level 2,undefined,[]
355,Align to Bliss,"Align to Bliss is a slow yoga that emphasizes alignment, building poses from the ground up, mindfulness and utilization of props. The class is especially welcoming to beginners and anyone coming back to yoga after a hiatus or injuries. It is also great for all those who like to focus on alignment, or enjoy a slower yoga practice to build flexibility, strength and inner focus.",3,align to bliss,undefined,[]
356,Yoga for anxiety,"Many of us struggle with anxiety and the good news is there’s strong evidence that yoga can help. join Laura for an evidence-informed practice to explore different tools to cope with anxiety including yoga postures, breathwork, and meditation.
This class is not heated.",3,yoga for anxiety,yoga,[]
357,Back Care,"For all types of back problems, pain and postural problems including scoliosis. Come lengthen your spine and move out of the habitual behaviors that are making your back hurt! All levels welcome including those new to yoga and beginners.",2,back care,undefined,[]
358,Back Care Basics,"For all types of back problems, pain and postural problems including scoliosis. This class moves a bit slower, and step by step in comparison to the Back Care Classes.",3,back care basics,foundations,[]
359,Back Care Beginners Series,For Brand New Beginners to yoga or to alignment based yoga. These classes cover the basic skills you need to participate in the Back Care & Back Care Basics classes in a progressive manner. You will be taking classes with other new beginners at Samamkaya Yoga and learn many basic actions and prop adjustments appropriate to your back problem or your scoliosis.,4,back care beginners series,foundations,[]
360,Intermediate Back Care / Intermediate Yoga & Scoliosis,For students with mature yoga practice or who have been taking the Yoga & Scoliosis or Back Care class on a regular basis for a minimum of 1 year. All poses will be modified with props and awareness techniques so each student can move along with his/her practice. There will also be some focus on inversions. The Intermediate class is not for new beginners.,8,intermediate back care intermediate yoga scoliosis,yoga,[]
361,Yoga & Scoliosis,"For students with a lateral/rotational curvature(s) of the spine. The focus is on extension and working with issues affecting people with scoliosis such as balance, proprioception, strength and reducing compensatory patterns. All levels welcome including those new to yoga.",3,yoga scoliosis,yoga,[]
362,Yoga & Scoliosis Basics,"This class covers the basic information needed to understand the way to work in the Yoga & Scoliosis classes at Samamkaya Yoga, including learning and understanding your own curves, basic poses to charge awareness and gain extension, working with proprioceptive issues and balance.  This class moves slower and more step-by-step than the Open Level Yoga & Scoliosis classes.",4,yoga scoliosis basics,yoga,['foundations']
363,Yoga & Scoliosis for Teens & Tweens Series,"This class in appropriate for ages 11-17. All teens are welcome to this class but as idiopathic scoliosis is commonly diagnosed in adolescence, the class will generally focus of scoliosis. This 1-hour class creates an environment that is less intense that the adult classes, allows teens to relate with one another, and is sequenced for a young person’s energy level. Dahlia Galler’s positivity and experience with her own scoliosis will communicate how the love of yoga will lead to a healthier relationship to the body…at a time when this relationship is particularly difficult.",8,yoga scoliosis for teens tweens series,yoga,[]
364,Oui Oui Baby,"Join us for a fun and interactive 40 minute story and sing-song class designed to nurture and stimulate the creativity and imagination of young children in a foreign language. Enter a world of original French stories, songs, puppets, and humorous props and share the adventure with your child. Nurture your child's natural enthusiasm for rhythm, and experience the joy of singing French songs together! No French experience required for child or caregiver.
Diara Bamba - your storytelling guide - is a former high school French teacher and entrepreneur with years of experience in early childhood education. Hailing from Paris, she now lives in Brooklyn with her husband and 5 month old baby girl.",3,oui oui baby,kids / family,[]
365,Yoga of Sacred Geometry,"This class will focus on the use of reference to Great Nature and archetypal shapes within to find functional forms within the body - creating a space for healing, insight, and revelations. Every form within yoga should have function - this class will help students better understand these functions as well as how to build their postures from the ground up with proper measurements and folds. ",4,yoga of sacred geometry,yoga,[]
366,Beginner’s Yoga,,2,beginner s yoga,foundations,['yoga']
367,Somatic Study,"Somatic study is the study of the body, more specifically of your unique body and how it relates to your energetic and psychological experience. Expect to move, sweat, breathe and rest. Untethered to any one practice, we will weave through different yoga styles (Vinyasa, Hatha, restorative, yin, kundalini, pranayama) as well as other movement practices (ie Qi Cong, Alexander Method), pressure point massage, essential oils and Body mapping . You will leave with tools for self-care and intuitive physical therapy. The class is open to all levels and abilities.",2,somatic study,undefined,[]
368,Women's Rejuvenation Circle,"Rejuvenation Circle
Women's Rejuvenation Workshop is a co-created experience of women supporting women in reclaiming our bodies, beings, and sexualities as our own. We draw power from the archetype of the triple goddess: the Maiden, Mother, and and ever-wise Crone that lies within each of us, and in gathering together, we are able to tap into our deep reserves of wisdom, and healing potential. We believe that the healing and empowerment of women is vital for the healing and empowerment of the world. Through our structure of forming a sacred circle, guided meditation, emotional check-in, ritual, and honoring our bodies' sacred sensuality, we create a healthier, juicier means of being, healing the earth and inviting a more kind and conscious society, one empowered woman at a time.",3,women s rejuvenation circle,undefined,[]
369,Sculpt & Tone,"The Yoga Room’s Sculpt & Tone class is a blend of our Barre Fit & Pilates classes with an aerobic undertone that is fast paced and upbeat, working specific muscle groups by use of high repetition to create definition without bulk. Each teacher has a unique style that makes every class a fun challenge, helping you to build full body strength and stability with each exercise.",3,sculpt tone,undefined,[]
370,Tai Chi,"What is Tai Chi all about? Tai Chi refers to the natural balance of life energy. Since ancient times, people have noticed that Nature tends to find balance, and they’ve developed methods to tap into this natural energy phenomenon. We can say that many energy practices, like Qigong and various healing martial arts, are forms of Tai Chi.
How does Tai Chi work?
Tai Chi exercises emphasize energy circulation, breathing and balance, along with mindfulness and concentration. You can practice these exercises while standing, seated or even while lying down. Over time, by practicing Tai Chi you can develop a heightened awareness of your own energy. Many people report feeling physically stronger and lighter, with emotions more calm and mind more clear.
Benefits of Tai Chi
What is Tai Chi good for? Tai Chi practice is recommended for overall wellness. It can help with balance, alignment, and stress reduction. Tai Chi exercises can also serve as a form of meditation. Tai Chi energy-balancing exercises are great for people of all ages, and can be adapted for your own condition. You may experience:
 Less stress
 Improved mood
 Increased energy and stamina
 Reduced chronic pain
 Improved sleep
 Improved flexibility, balance and agility
 Improved muscle strength and definition",2,tai chi,undefined,[]
371,Yoga,"Develop your strength, flexibility, breathing, and energy with our Body & Brain yoga classes. You may notice that our yoga classes offer a variety of exercises and poses, helping to keep your practice fun and dynamic while consistently covering the basics. Each Body & Brain yoga class not only trains your body but helps center your awareness inside yourself. Through our signature breathing postures you can accumulate energy and strengthen your core, leaving you feeling recharged, relaxed, and refreshed.
WHAT TO EXPECT DURING OUR
YOGA CLASSES
After a short set of warm up exercises, you'll get into meridian stretching (to improve circulation, strength and flexibility, and relax the mind) followed by core strengthening and breathing postures to accumulate energy. Then you’ll be guided in the practice of energy meditation (called jigam, meaning ‘to quiet the mind’) and a few cool down exercises. After class you’re always welcome to enjoy tea and sharing time with your instructor and classmates.",1,yoga,yoga,[]
372,Rise (65min),"Start the day with Strength & Sensitivity! Breath-led Sun Salutations move into foundational poses priming the body for core strength conditioning and a few twists and turns along the way.
The resulting awakening of the spine will render your body alert and intuitive for the progression of your day.",2,rise 65min,undefined,[]
373,Sweat (65min),"A rigorous flow of sweat-inducing, stamina-building yoga postures that include standing poses, twists, shoulder opening backbends, that provide the perfect break for your lunch hour or the occasion to de-stress at the end of your day.",2,sweat 65min,undefined,[]
374,Level 1 with Chair,"This class is great for all levels of practice, all ages and body types, for variety and new insight. Often using chairs for support, but not always sitting, these classes are appropriate for practitioners who are starting (or re-starting) their yoga practice, may have compromised mobility or an injury, want to explore new ways to practice yoga, or simply want to discover yoga asana using a chair (great for bringing to the office!). The class is very well suited for seniors of all strengths and capacities, including with replacement parts! : ) They may include, but will not require, sitting or lying on the floor. ",4,level 1 with chair,undefined,[]
375,SOUK Still (40min),"Feeling yourself pulled in many directions all at once? Slow down to keep up. Allow the occasion for the body to be still and your awareness expansive. Feel the mind loosening its grip on the non-essential, bringing to the forefront clarity and intuitive insight through a state of deep relaxation.
An introduction (5 min), will be followed by guided meditation (15 min), silence (10min), and guided relaxation (10 min). See what makes itself known in one’s natural effortless state.",3,souk still 40min,undefined,[]
376,Level 1 with Chair Strength,"This class is great for all levels of practice, all ages and body types, for variety and new insight. Often using chairs for support, but not always sitting, these classes are appropriate for practitioners who are starting (or re-starting) their yoga practice, may have compromised mobility or an injury, want to explore new ways to practice yoga, or simply want to discover yoga asana using a chair (great for bringing to the office!). The class is very well suited for seniors of all strengths and capacities, including with replacement parts! : ) They may include, but will not require, sitting or lying on the floor.Students will also have the option of incorporating light weights (2-5 pounds) into the practice of functional strength development, especially for your core. Weights will be available for in-studio use. For at-home students, feel free to use a couple of cans of beans! : )",5,level 1 with chair strength,undefined,[]
377,URBAN WARRIORS {YOGA},"At once vigorous and cathartic, you’ll groove to an experiential landscape of flow and breath set to DJ-quality playlists. We’ll begin with balancing breathwork to calm your nerves and reboot energy. Soon after, you’ll find yourself flowing through seamless sequences as your mind synchronizes effortlessly with the rhythm of your breath, the rhythm of movement, and the rhythm of music. When it’s time to wind down from this uplifting flow, we’ll melt into deep stretches and, of course, a sweet final relaxation so that every beautiful benefit sinks in—mind, body and soul. Ahhhhh....",3,urban warriors yoga,yoga,[]
378,Chair Yoga,"A yoga class don in a chair to support all levels. Meditation, Breathing practices will be taught as well. ",2,chair yoga,yoga,[]
379,Chair Yoga and Stretch,"Enjoy and gentle and low impact seated practice for all ages and levels. This class will be taught in a comfortable upright chair, that’s accessible for everyone. Enjoy restorative seated postures that will release the neck, shoulders, back, and legs. All are welcome to join. Chairs and cushions will be provided, or you may bring your own cushions and accessories.",4,chair yoga and stretch,yoga,[]
380,Crystal Consultations,Dive into Crystals with Juanita. Learn how and what crystals do. Sliding scale 11 - 33 additional payments can be made via Zelle: imsoyoganewark@gmail.com Private consultations available please inquire. Encouraged for all levels.,2,crystal consultations,undefined,[]
381,Core Fusion Yoga,"A firm and stable core is vital to maintaining good posture and keeping the rest of your body functioning and healthy. This class will strengthen and tone your abs, glutes and pelvic floor through yoga poses, bandhas, breath work, and other exercises and movements that target the muscles in the central region of the body.",3,core fusion yoga,yoga,[]
382,Center Yoga,"Center Yoga is a modern interpretation of classical yoga— matching breath with movement, mastery through repetition and held poses, and the use of props in the belief that yoga is for all bodies. Look forward to a balanced practice that incorporates aspects of breath-work, heating, and cooling postures.",2,center yoga,yoga,[]
383,Power hour,"A shortened version of our Center Yoga class.  Get a complete practice in one hour and leave feeling refreshed, revitalized and ready for the rest of your day.",2,power hour,undefined,[]
384,Wild Core,"This strenuous flow class starts with a grounding breath work. It moves through a sequence of strong core exercises blended with a series of challenging vinyasas, including standing balancing poses. It progresses interspersed with more strengthening moves. Final core sequences will likely end the standing series to wind down on the floor for the final 10 minutes. You are always welcome to take as many breaks and move at your own pace.
Sui Wild Core can feel intense, especially if you’ve never taken the class before. We recommend that you feel familiar and have previous experience with other Vinyasa flow style classes.
This is our utmost strenuous offering. It is not a traditional vinyasa practice. ",2,wild core,undefined,[]
385,Level 1 Core,"This special foundational class is a mix of Level 1 with a clear focus on core strength and offers a touch of Pilates-based exercises, so you feel a real difference in your whole torso! This class is usually more gentle than our regular Level 1, but has a powerful effect on your entire core. ",3,level 1 core,undefined,[]
386,Level 1 Core Strength,"Using yoga asana (postures) as the main method of movement, students will also have the option of incorporating light weights (2-5 pounds) into the practice of functional strength development, especially for your core. Weights will be available for in-studio use. For at-home students, feel free to use a couple of cans of beans! : )",4,level 1 core strength,undefined,[]
387,Modo,"An accessible yet challenging sequence. The Modo class is a healthy, all-levels, foundational class practiced in a heated room. This hatha style sequence focuses on strength building and alignment. Postures are held for 3 to 5 rounds of breath – giving you plenty of time to set up the postures in a safe, sustainable way. The Modo series is designed to improve mobility and flexibility through a set sequence of postures while calming the mind and reducing stress through breathing exercises.",1,modo,modo,[]
388,Level 1-2. Core,This mixed-level class amps up the Level 1 Core poses and intensity. You will certainly feel the strength of your torso here,3,level 1 2 core,undefined,[]
389,CORE FUSION- IN PERSON,"A deep dive into alignment and bodily awareness, we explore techniques and tricks to both discover the core muscles and learn to engage them consistently. Utilizing techniques from yoga, pilates, dance, and strength training, this class incorporates different challenges that are designed to enhance regular yoga practices. Participants of every level are welcome, and modifications are provided to help everyone feel both confident and challenged.",4,core fusion in person,undefined,[]
390,Take flight,"A playful and uplifting flow class infused with arm balancing and inversions. The class is geared toward the practitioner looking to find a complete body, mind and breath connection, not only right side up but also upside down! Students are encouraged to feel comfortable with the Free Style Flow and/or Modo Flow sequence before taking flight.",2,take flight,undefined,[]
391,DYNAMIC HUM,"Challenge your strength and ignite energy.
This practice offers yoga postures at an active pace. Classes may include longer holds, elaborate sequencing, targeted strength drills and dynamic breath-work. Expect a heat-building experience with accessible variations and instruction. This class is ideal for students that appreciate challenges and those with sound body awareness. Prior yoga experience is encouraged. 
All classes are guided alongside our curated “Hum”, a soundscape designed to enhance focus, and will conclude with a soothing sound bath. Heated at 80 degrees.",2,dynamic hum,undefined,[]
392,Dancing Cobra,"Dancing Cobra is a container that invites us to express ourselves and our connection to the planet through the body using a combination of yoga and ecstatic dance. The journey begins with a yoga warm-up taught by Nev (Baby Cobra Yoga teacher and meditation facilitator), transitions into an Ecstatic Dance led by Lawrence Dreyfuss and ends with a sound bath.
This is a sober dance floor that values consent to embolden freeform self-expression, creativity, and release.",2,dance cobra,dance,[]
393,Intermediate - Advanced Yoga,"In this special class two hour class with Yoshio we work on intermediate/ advanced poses such as forearm stands, hand stand scorpion, legs behind the head, etc. You do not need to be able to do these poses to attend, as they take years of practice. This is a class for students who are ready to start the journey from beginner to intermediate, or intermediate to advanced.",4,intermediate advance yoga,yoga,[]
394,Yoga 101,"Yoga 101 will break down some of the most common postures (asanas) and correct alignment, remind us how to correctly embody them while understanding benefits of the posture.",2,yoga 101,yoga,[]
395,Yogi Ananda(Amit),"Yogi Ananda has been practicing Yoga since his early teenage years, in Northen India. He completed his bachelor's degree in science and his post graduate diploma in Yoga from G.K. University, continuing to develop his knowledge in both modern science and the ancient system of Yoga. Ananda has had the privilege of studying with some of India's most noted teachers such as Swami Ram Dev ji and Swami Rudra ji. He has studied at the Ashtanga Research Institute of Mysure, India with Sharath Rangaswamy, and several times at the Iyengar Institute in Pune, India. He has also studied with other western teachers such as David Swenson and Usha giving Ananda a well rounded perspective of how Yoga is being taught globally.
Ananda has ran a Yoga studio in Rishikesh Himalayas and has taught Yoga teacher training retreats and workshops around the World. At this time Ananda is offering Yoga in New York. His classes are full of uplifting energy with his genuine loving nature and good sense of humor.",2,yogi ananda amit,undefined,[]
396,Sun Moon,"Inspired by the distinctive energies of Yang and Yin–contrasting forces that ultimately complement one another– this practice juxtaposes an upbeat vinyasa flow for the first half of the class, followed by a series of long, deep holds on the floor.",2,sun moon,undefined,[]
397,Deep,"Our Yin inspired offering–a gentle practice with a slow and meditative pace, focused around deep, intentional stretches and longer (two-to-five minute) holds. A perfect choice for those looking to slow down.",1,deep,deep,[]
398,This Week,"This week's yoga classes - from us to you and always juicy.
Focus on you and your practice and dive in. We refresh this category every single week with the freshest content and new class drops. Stay inside here to keep your practice going and evolving!",2,this week,undefined,[]
399,Bite-Sized Lessons,"Quickies are super focused mini-sessions/lessons to give you a digestible movement snack and/or educational content.
Use our LENGTH filter to take choose one you have time for.",2,bite size lessons,undefined,[]
400,On the floor,"Pretty much all yoga things on the floor. You won't be doing Surya Namaskar or big standing pose flows, but you will do somatic exploration, core work, integration work, stretching, rolling around and connecting to your nervous system in a super sweet and thoughtful way.
Replenishing in nature, we can pretty much guarantee you will leave these classes with more energy than when you started them.",3,on the floor,undefined,[]
401,Capoeira Class,"We invite you to join us and Capoeira Terreiro da Lua every Tuesday and Thursday at 7:15pm for our capoeira classes.
This afro-brazilian martial art includes elements of movement, dance, music, culture and much more!
Classes are for all levels, so if you have some experience or have never seen capoeira before, we have got you covered.",2,capoeira class,undefined,[]
402,Spinal Fusions,"Because of the contraindications with Harrington Rods and other instrumentation, being in a general class—even one focused on scoliosis or back problems—can be frustrating. This class covers all the principles and poses of the Yoga & Scoliosis classes but without twists, convex forward bending, backbending. The practice will help strengthen muscles around the fusion in an aligned manner, bring stability to hypermobile joints or open up very stiff areas—without destabilizing the body or the instrumentation itself.",2,spinal fusions,undefined,[]
403,Adaptive Yoga,Adaptive Yoga Series for Students with Special Needs or Disabilities,2,adaptive yoga,yoga,[]
404,GENTLE YOGA {YOGA},"Our gentle yoga classes are designed to help restore balance and soothe the nervous system, while moving mindfully through a sequence of poses at a modified, gentle pace. You will be guided to consciously connect breath with movement, focusing on alignment, building strength, practicing balance, and increasing flexibility all along the way. Perfect for any level, from beginner to those recovering from injury, as well as prenatal and postnatal moms, and those who simply wish to slow down, tune in and explore.",3,gentle yoga yoga,yoga,[]
405,Lunchbox Yoga,"Open to all levels, this lunchtime yoga class serves up 60 minutes of our The Yoga Common Signature Flow. 
Designed with variations for both beginners and regular practitioners, this class meets you wherever you are. Expect a mix of energetic and vigorous poses designed to build strength, flexibility, balance and endurance. ",2,lunchbox yoga,yoga,[]
406,Happy Hour Yoga,"Open to all levels, this happy hour yoga class offers up 60 minutes of our The Yoga Common Signature Flow. 
Designed with variations for both beginners and regular practitioners, this class meets you wherever you are. Expect a mix of energetic and vigorous poses designed to build strength, flexibility, balance and endurance.",3,happy hour yoga,yoga,[]
407,Gentle,"Slow movements, breath work, stretching, and relaxation. Perfect for anyone who wants a more meditative, less heated. Suitable for those with limited mobility or looking for a less weight-bearing experience.",1,gentle,gentle,[]
408,Level 1 Gentle,"This is a great foundational class for students desiring a moderately paced class with modifications and prop use. We’ll use chairs, walls, bolsters and other props to help get the most out of foundational and restorative poses. Attention to alignment and safety will be stressed, and basic breathing exercises will be taught as well. This class is wonderful for students who have compromised ability or injury of some sort, or just want to relish the sweetness of a gentle practice. ",3,level 1 gentle,undefined,[]
409,Gentle Yoga,"This particular class is appropriate for those who want a softer, nurturing, slow-paced, well-supported and relaxing practice. You’re mostly on the mat using props for support, beginner friendly. Great for when you're feeling lower energy and want a more relaxed flow. Gentle is also great for people who have injuries and people who are elderly.",2,gentle yoga,yoga,[]
410,Level 1,"WE OFFER EXHILARATING AND DYNAMIC YOGA STYLES WITH A FOCUS ON VINYASA FLOW.
Start practicing the Sonic way. Emphasis here is on understanding and execution of fundamental poses plus how the way we breathe informs the postures and the transitions between them. Of course there will be loving guidance, intention and deep satisfaction at the end. Ideal for those newer to the practice but a great choice for those who just want to go a little slower. refreshed and restored.",2,level 1,undefined,[]
411,Level 2,"WE OFFER EXHILARATING AND DYNAMIC YOGA STYLES WITH A FOCUS ON VINYASA FLOW. Here we assume familiarity with poses and a baseline level of fitness. The pace may quicken depending on the teacher, transitions can be more complex and sequences will be longer. More adventurous poses are taught including arm balances and inversions while binding in foundational poses is common. It is more likely philosophy and deeper concepts will be addressed here. The work is harder; the reward, greater.",2,level 2,undefined,[]
412,Level 3,"WE OFFER EXHILARATING AND DYNAMIC YOGA STYLES WITH A FOCUS ON VINYASA FLOW. For those with knowledge and experience coming in. Classes are longer, more technical and more stamina is required. Inversions and arm balances will be featured throughout the practice, and may simply be called for rather than broken down and explained. A deeper, fuller experience is there for the adventurous.",2,level 3,undefined,[]
413,Open Level,"WE OFFER EXHILARATING AND DYNAMIC YOGA STYLES WITH A FOCUS ON VINYASA FLOW. Here we offer a class for all comers and it’s at the discretion of the teacher to decide what level to best work at, given who is in the class that day. All teachers put safety and compassion first, so you may sign up confidently regardless of experience. These usually sit somewhere between a Level 1 and Level 2.",2,open level,undefined,[]
414,TEACHERS' PRACTICE,"WE OFFER EXHILARATING AND DYNAMIC YOGA STYLES WITH A FOCUS ON VINYASA FLOW. An early morning, long-form practice. All are welcome — you needn’t be an actual teacher. It’s a teachers’ practice in that no compromises will be made. A teachers’ practice in that you need to know what a teacher knows, or be willing to hang with them so you can learn. The level of effort will be very intense, and a fuller scope of the practice will be presented. We’ll climb a mountain together on these mornings, and feel together what can only be felt by those that just walked the walk.",2,teachers practice,undefined,[]
415,LIVE STREAM YOGA CLASSES,"WE OFFER EXHILARATING AND DYNAMIC YOGA STYLES WITH A FOCUS ON VINYASA FLOW. We live stream many of our classes using Zoom at Sonic Yoga. When you go to book you will notice “Virtual” classes on the schedule. Sign up and we will send you the link 30 minutes before the class. If you don’t get the link double check your spam/junk mail. Also, Hotmail & AOL addresses don’t work for the email so please use gmail, yahoo, or anything else.",4,live stream yoga class,yoga,[]
416,Strong & Calm,"Build physical and mental strength, stamina, stability by holding active poses for longer periods of time. Expect a challenge moving at an unhurried pace. Learn philosophy and stay steady in times in of wanting things to be different than what they are.",3,strong calm,undefined,[]
417,Gentle Yoga,"Gentle Yoga is a gentle hatha (alignment focused) class that embraces props and pose modifications to make the practice accessible to everyone, including people with injuries or other special concerns. The emphasis on safe alignment and building the poses from the ground up makes this class ideal for beginners.",2,gentle yoga,yoga,[]
418,GENTLE THERAPEUTIC - IN-PERSON,"In this class you will learn how to practice yoga in a nourishing way. This class will be a self care tool, helping you avoid aggravating sensitivities and injuries. This class is perfect for people who are recovering from injury or chronic illness, suffer from perminent conditions, are pre/post natal, and senior citizens. Beginner/Open Level.",4,gentle therapeutic in person,undefined,[]
419,Roots,"Learn the fundamentals of yoga in practice. Expect postures taught from the ground up with precise details of alignment, ways to vary poses, simplified language, and confidence to take any yoga class.",1,root,root,[]
420,YOGA OPEN CLASSES,"An Urban Sadhu Yoga Open class presents classical yoga teachings as relevant to one’s life on and off the mat in a modern world. The open class draws intention from the Urban Sadhu Yoga Explorations essay, chanting, breath awareness, vinyasa sequences, alignment exploration, hands-on assistance, relaxation and meditation. All Open classes include 15 offerings in a sequence creatively designed by a certified Urban Sadhu Yoga teacher.
This class is called “Open” because it is open to students willing to learn new things. However, students new to yoga are encouraged to explore the Urban Sadhu Yoga Fundamentals and Foundational Vinyasa Class types before exploring a rigorous heat building and active Urban Sadhu Yoga Open Class. Open Class types can range from 75 minutes to 90 minutes, please check schedule for details. ",3,yoga open class,yoga,[]
421,YOGA EXPRESS,"Fast upbeat class. Urban Sadhu Yoga Express classes are designed for those who only have an hour to practice. The class is fast paced, and invigorating. The structure is a fixed set sequence instructed in a vinyasa style. It is a fully balanced class which includes asana warm-up, chanting, setting of intention, Surya Namaskar, standing poses, backbends, forward bends, twists, inversions, meditation and relaxation. ",2,yoga express,yoga,[]
422,Slow & Gentle Yoga Movement,"Restore the mind-body with this gentle Hatha based sequence. This class is ideal for seniors or anyone who is recovering from an injury and wants to ease back into their yoga practice. You will gently move from one pose to the next, incorporating breath work and slow movement. We have props available to assist and chairs if needed.
You'll leave feeling revitalized and calm. ",5,slow gentle yoga movement,yoga,[]
423,YOGA TRI-GUNA,"Guna means qualities, tendencies, or energetic characteristics that are found in nature. In Samkhya philosophy, a guna is one of three “tendencies, qualities”: Sattva, Rajas, and Tamas. This category of qualities has been widely adopted by various schools of Yoga psychology for categorizing behavior and natural phenomena. Yoga philosophy states that the goal of yoga, the state of union, is beyond the three gunas. 
In the Urban Sadhu Yoga Tri-Guna Class™ is divided into three equal sections of Sattva, Rajas, and Tamas energetics. By giving equal time to the three energetics, the goal of the class is to balance the three gunas and overcome them. The class explores 25 minutes vigorous Vinyasa yoga, 25 minutes Yin style yoga, and 25 minutes pranayama and meditation with a final result of total yogic bliss or Samadhi. ",2,yoga tri guna,yoga,[]
424,Yoga for Bone Health,"Thinning bones are a fact of life for every person over 40. But you can increase your bone density and improve your bone health at any age, preventing or even reversing osteoporosis—and yoga is the best way to do so. NYC’s Dr. Loren Fishman, Beverly’s mentor, has been at the forefront of the medical research proving yoga’s beneficial effect on bone density. When practiced according to his protocol, yoga can build bone mass and prevent osteoporotic fractures. It can also do so much more: With regular practice, you will become stronger and more balanced, in both your body and mind. We will practice traditional yoga poses proven to best stimulate bone growth, stay clear of poses that are inadvisable, and focus on form to avoid mistakes that could lead to injury. This will be a gentle practice, but that doesn’t mean easy—you will use your muscles and test your balance! Please practice near a wall or piece of furniture for aid in balance.",4,yoga for bone health,yoga,[]
425,MELLOW HUM,"Find restoration, recovery and deep reflection. 
This practice provides a spacious sanctuary to unwind; a combination of low impact stretches, breathing and mindful meditation. Expect slower paced sequences inspired by yin and restorative yoga, which are typically seated or lying down. This class is designed for busy minds and active bodies that are looking for calm or rehabbing an injury. No prior yoga experience is required. Beginners welcome. 
All classes are guided alongside our curated “Hum”, a soundscape designed to enhance focus, and will conclude with a soothing sound bath. Heated at 80 degrees.",2,mellow hum,undefined,[]
426,UNIFIED HUM,"Explore uplifting movement and mindful awareness. 
This practice will include yoga postures that both strengthen the body while developing flexibility; paired with breath-work, meditation and opportunities to restore. Expect a balanced practice of effort and ease, at a steady pace, with invitational guidance throughout. No prior yoga experience is required. Beginners welcome. 
All classes are guided alongside our curated “Hum”, a soundscape designed to enhance focus, and will conclude with a soothing sound bath. Heated at 80 degrees.",2,unify hum,undefined,[]
427,Yoga Blend,"Ideal Yogic Blend of Practices
Will Lead to Incredible Physical, Mental and Spiritual Results
A Chance To Experience a Broad Selection of the Best and Most Efficient of the Breathing Techniques (Pranayama), Mantras, Postures (Asana), Meditation and Deep Healing Relaxation (Yoga Nidra)
Chanting of Divine Mantras, Including the Om
Esoteric Wisdom To Help Set the Right Vibration For Practice and Help You Make Rapid Progress On the Spiritual Path
Complete Experience of Asana
Main Breathing Exercise (Pranayama) Will Be Taught and Practiced
A Rich Experience of Guided Meditation In Shavasana
Joyous Asana Satsang Jam",2,yoga blend,yoga,[]
428,Maha Shakti,"All Level 
Asana-centric Complete Practice Stretch, Energize and Strengthen the Entire Physical Body
Sustained Internal Concentration
Complete Yoga Nidra
Pranayama
Meditation
Powerful Mantra",2,maha shakti,undefined,[]
