,class_name,class_description,class_style,additional_class_style_info,word_count,unique_word_count,cleaned_text,Balance and Alignment,Stress Relief/Breath Techniques,Deep Relaxation/Mind Practice,Stretch and Release,Core and Strength,dominant_topic,dominant_topic_theme
325,YIN YOGA,"Can’t sit still for very long? This slow paced, meditative practice stretches the connective tissue around your joints (mainly the knees, pelvis, sacrum, and spine). The asanas are held from 45 seconds to two minutes, helping you access the deeper (Unheated)",yin,,41,39,sit still long slow pace meditative stretch connective tissue around joint mainly knees pelvis sacrum spine asanas hold 45 second two minutes help access deeper unheated,0.013000862,0.01296149,0.58101535,0.38027355,0.0127487825,2,Deep Relaxation/Mind Practice
326,YIN YOGA - IN PERSON,"This class is particularly suited for those who seek a more flexible body and a quieter, calmer mind.It is more inward-drawn practice that utilizes long-held postures which target Yin parts of body; connective tissues, such as the fascia, ligaments, tendons, bones, and joints.This class is not designed for a larger muscle-oriented practice that creates stability and mobility.Postures are very simple, but for some it can be quite challenging due to the long period of time the poses are held, the stillness, and silence which require more awareness of the here and now.A flexible body and mind is more comfortable to live in.",yin,,102,73,particularly suit seek flexible body quieter calmer mind inward draw utilize long hold target part body connective tissue fascia ligaments tendons bone joint design larger muscle orient create stability mobility simple quite challenge due long period hold stillness silence require awareness flexible body mind comfortable live,0.012159998,0.011885322,0.551723,0.26096064,0.1632711,2,Deep Relaxation/Mind Practice
327,YINYASA - IN PERSON,"Yin yoga is a complementary practice to our vinyasa or hatha practice. Instead of using our muscles, yin yoga asks us to get into our fascia, or connective tissues- what holds our muscles and bones together. Poses are held for time to allow for a gradual release. Unlike restorative yoga, you might feel quite a lot of sensation but this practice is great for all practitioners. We'll end class with a brief but vigorous flow, moving from fascia back into muscle, to find the balance between yin and yang.",yin,,89,69,complementary instead use muscle ask us fascia connective tissue hold muscle bone together hold allow gradual release unlike restorative might feel quite lot sensation great practitioners end brief vigorous fascia back muscle find balance,0.009947761,0.083077535,0.39680654,0.28667912,0.22348905,2,Deep Relaxation/Mind Practice
328,Yin Yoga,"Yin yoga is a practice that focuses on holding asanas (poses) ​for longer periods of time, releasing tension in the body in a ​passively while stretching. Poses are held anywhere from ​two to seven minutes and work with the energy meridians in ​your body to help increase circulation, flexibility, and release ​stagnant energy in the body.",yin,,56,46,focus hold asanas longer periods release tension body passively stretch hold anywhere two seven minutes energy meridians body help increase circulation flexibility release stagnant energy body,0.011260499,0.011399551,0.16319802,0.5726511,0.24149086,3,Stretch and Release
329,Morning Yin Yoga Stretch,"Increase your flexibility with this slow-paced asana sequence as you focus on your muscles and target your deep connective tissues, like your fascia, ligaments, joints, and bones. You will move from one posture to the next meditating through each one for a number of breaths with the aim of increasing your circulation and accessing the nadis – energy channels within your subtle anatomy.
Level: intermediate",yin,stretch,65,53,increase flexibility slow pace sequence focus muscle target deep connective tissue like fascia ligaments joint bone next meditate number breaths aim increase circulation access nadis energy channel within subtle anatomy intermediate,0.10684866,0.011178369,0.32225442,0.11796082,0.44175774,4,Core and Strength
330,vin + yin,"All Levels Vinyasa Flow combined with Yin Yoga. Get your Vin in (move, stretch, wiggle, flow) AND leave time to go deeper into your fascial flexibility. Explore poses you may not have seen before, slow down and give your body time to ease into itself. Create more space through surrender.",yin,vinyasa,50,45,combine vin stretch wiggle leave deeper fascial flexibility explore see slow give body ease create space surrender,0.27720746,0.017135441,0.38475475,0.30364656,0.01725577,2,Deep Relaxation/Mind Practice
331,yin yoga,"Often, flexibility comes from not forcing the body into obedience, but getting out of your own way. By letting the body relax into its bone deep structure and opening slowly to breath and surrender we can create space. Yin Yoga is passive but challenging - benefits include increased focus; reduced stress + anxiety; opening connective tissue and fascia of the body to add circulation, flexibility and mobility. We hold variations of seated and reclined poses for 3 to 5 minutes each. Come exactly as you are!",yin,,86,70,often flexibility come force body obedience way let body relax bone deep structure slowly breath surrender create space passive challenge benefit include increase focus reduce stress anxiety connective tissue fascia body add circulation flexibility mobility hold variations seat recline 3 5 minutes come exactly,0.00848917,0.4105921,0.30395904,0.08655046,0.19040924,1,Stress Relief/Breath Techniques
332,Community Classes,"The idea of selfless service (Seva) is an important concept in Yoga - Because everything is perceived as one, serving other people is considered an essential practice in serving your Divine Self. This class is a great way to support graduates of the Daya Teacher Training as they explore their craft, while the community recieves a more accessible practice through . Instructors rotate weekly, so check our schedule to meet our Graduates!",yoga,community,72,59,idea selfless service seva important concept everything perceive serve consider essential serve divine self great way support graduate daya train explore craft community recieves accessible instructors rotate weekly check schedule meet graduate,0.025971487,0.29102343,0.24176966,0.29104564,0.15018977,3,Stretch and Release
333,COMMUNITY ABHAYA EXPRESS - LEVEL 1,"Abhaya Express offers a full spectrum yoga experience, all within 50 min. This class is perfect for the student who needs a more efficient way to practice while maintaining all the general classes of postures. Express is open to all levels and guided by the breath.
Class includes: Sun Salutations, Standing Poses, balancing/ complex Standing Poses, inversion prep, Hip Opening, Backbends, Forward bending, Twists and Rest.
Level 1-All levels welcome. Modifications will be given. Open to the new/mid level practitioners looking for a full spectrum yoga class. Moves at a gentle pace for all levels. Appropriate for beginners, prenatal, and those with ongoing therapeutic issues.",yoga,community,105,81,abhaya express full spectrum experience within 50 min perfect need efficient way maintain general express guide breath include sun salutations stand balance complex stand inversion prep hip backbends forward bend twist rest 1 modifications give mid practitioners look full spectrum gentle pace appropriate beginners prenatal ongoing therapeutic issue,0.84724295,0.008552905,0.008562853,0.1272587,0.008382591,0,Balance and Alignment
334,Core Strength Yoga,"Get ready to breathe, move, and strengthen your core! This class not only focusses your core - promoting better posture, stability, and balance - but will also help to cultivate mental focus and resilience as we challenge ourselves and our core muscles.",yoga,core,42,35,ready breathe strengthen core focus core promote better stability balance help cultivate mental focus resilience challenge core muscle,0.015591639,0.01590556,0.015509687,0.015737278,0.93725586,4,Core and Strength
335,Cathartic Yoga,"Cathartic Yoga is a dynamic whole-body flow rooted in Vinyasa, strength training, and mindfulness to help you feel your best. This barefoot, mat-based, music-driven practice intentionally blends Asana and bodyweight exercises to tone your muscles, cultivate inner resilience, and harness your power to transform your body and mind.",yoga,,48,40,cathartic dynamic whole body root strength train mindfulness help feel best barefoot mat base music drive intentionally blend bodyweight tone muscle cultivate inner resilience harness power transform body mind,0.013393611,0.013632234,0.1622265,0.013596173,0.7971515,4,Core and Strength
336,Open practice,"An asana practice focused on a series of related postures. By focusing the mind through breathwork and continuing into  strengthening poses, we prepare the body to move into more challenging shapes. All levels welcome - modifications are given for each pose and we encourage the use of props in order tailor your practice to the specific shape and structure of your body. Workshop and refine the poses you’re used to, and try some new poses too! ",yoga,,76,60,focus relate focus mind breathwork continue strengthen prepare body challenge shape modifications give encourage use prop order tailor specific shape structure body workshop refine use try,0.17641811,0.014566286,0.0146372095,0.57291967,0.2214587,3,Stretch and Release
337,Sakshi Bhava Yoga,"Sakshi Bhava Yoga is a complete practice incorporating the different elements of yoga - posture, organic movement, core strengthening, and yogic breathing to detox the body and mind. The practice is intense while keeping the essence of meditation throughout the class. A truly transformational and healing experience led by Himalayan Yogi Ananda.",yoga,sakshi bhava,52,44,sakshi bhava complete incorporate different elements organic core strengthen yogic breathe detox body mind intense keep essence throughout truly transformational heal experience lead himalayan yogi ananda,0.017014809,0.27143994,0.017380143,0.016819367,0.67734575,4,Core and Strength
338,TRAUMA-INFORMED YOGA,"Traumas are difficult experiences that impact our ability to cope and live our everyday life. Yoga can provide transformative therapies to come back into the body, empowering humans to begin reclaiming their inner experience. beU trauma-sensitive yoga classes will create a comfortable space for every one of distressing experiences to reconnect to their bodies and their ability to make choices for themselves. Why yoga? Yoga stimulates the core functions of being alive – which are having the ability to breathe, to build up emotional and physical strength, and to make healthy decisions in life.",yoga,trauma informed / with disabilities,94,69,traumas difficult experience impact ability cope live everyday life transformative therapies come back body empower humans reclaim inner experience beu trauma sensitive create comfortable space distress experience reconnect body ability make choices stimulate core function alive ability breathe build emotional physical strength make healthy decisions life,0.009688297,0.79482514,0.009747202,0.009593388,0.17614594,1,Stress Relief/Breath Techniques
339,Trauma Informed Yoga,"This class provides an integrative framework for ​understanding how trauma and chronic stress ​impact the body and mind. This class focuses on ​yoga, somatic practices and meditation for the ​ability to reduce trauma and stress.",yoga,trauma informed / with disabilities,35,27,integrative framework understand trauma chronic stress impact body mind focus somatic ability reduce trauma stress,0.16341788,0.76029724,0.025324581,0.025812306,0.025147956,1,Stress Relief/Breath Techniques
340,Level 1 Alignment,"These foundational classes help students develop a basic understanding of yoga and the common poses (asana) used in most classes. Modifications will be highly emphasized, so practitioners will be empowered to make adjustments on their own as they practice. Students will begin to observe and work with their breath and body positioning. A strong emphasis is placed on alignment in the poses, as opposed to flowing from pose to pose. This class offers a more specific alignment focus as taught by BKS Iyengar, but is not a purely Iyengar-style class, nor always taught by an Iyengar-certified teacher.",yoga,align,97,77,foundational help develop basic understand common use modifications highly emphasize practitioners empower make adjustments observe breath body position strong emphasis place alignment oppose specific alignment focus bks purely always certify,0.17100637,0.01135372,0.011194195,0.7950995,0.011346191,3,Stretch and Release
341,Level 1-2. Alignment,"These mixed-level classes help students develop a more integrated understanding of the yoga practice, with an emphasis on alignment, although flowing postures may also be taught. Modifications will be emphasized, so that practitioners will be empowered to make adjustments to better suit their own bodies. Students will observe and work with their breath and body positioning. This class offers a more specific alignment focus as taught by BKS Iyengar, but is not a purely Iyengar-style class, nor always taught by an Iyengar-certified teacher.",yoga,align,83,69,mix help develop integrate understand emphasis alignment although modifications emphasize practitioners empower make adjustments better suit body observe breath body position specific alignment focus bks purely always certify,0.014672855,0.0146312015,0.014383992,0.9417548,0.0145570915,3,Stretch and Release
342,ALIGN-LEVEL 2,"This class is perfect for those looking for specific structural alignment, attention to detail, and instructions given with direction and clarity. Enjoy a class with movement, challenge and yet inspired freedom in your body and mind.
Align is taught by expert Abhaya instructors with over 10 years in the field of yoga.

Level 2- Geared to the mid level/experienced practitioners. Expect more refined alignment, longer holds, faster pacing at times, options for inversions, options for arm balances. Have a basic understanding of the names of the poses and vinyasa movements.",yoga,align,90,69,perfect look specific structural alignment attention detail instructions give direction clarity enjoy challenge yet inspire freedom body mind align expert abhaya instructors 10 years field 2 gear mid experience practitioners expect refine alignment longer hold faster pace options inversions options arm balance basic understand name movements,0.7467006,0.11594426,0.008592242,0.120304585,0.008458362,0,Balance and Alignment
343,Align to Bliss,"Align to Bliss is a slow yoga that emphasizes alignment, building poses from the ground up, mindfulness and utilization of props. The class is especially welcoming to beginners and anyone coming back to yoga after a hiatus or injuries. It is also great for all those who like to focus on alignment, or enjoy a slower yoga practice to build flexibility, strength and inner focus.",yoga,align,65,51,align bliss slow emphasize alignment build grind mindfulness utilization prop especially beginners come back hiatus injuries great like focus alignment enjoy slower build flexibility strength inner focus,0.010304427,0.084083825,0.010076965,0.8852202,0.010314572,3,Stretch and Release
344,Yoga for anxiety,"Many of us struggle with anxiety and the good news is there’s strong evidence that yoga can help. join Laura for an evidence-informed practice to explore different tools to cope with anxiety including yoga postures, breathwork, and meditation.
This class is not heated.",yoga,anxiety,43,37,us struggle anxiety good news strong evidence help join laura evidence inform explore different tool cope anxiety include breathwork heat,0.5781571,0.020838778,0.3594069,0.020509647,0.021087518,0,Balance and Alignment
345,Back Care,"For all types of back problems, pain and postural problems including scoliosis. Come lengthen your spine and move out of the habitual behaviors that are making your back hurt! All levels welcome including those new to yoga and beginners.",yoga,back care,39,33,type back problems pain postural problems include scoliosis come lengthen spine habitual behaviors make back hurt include beginners,0.023457585,0.908834,0.022249212,0.023136169,0.022323048,1,Stress Relief/Breath Techniques
346,Back Care Basics,"For all types of back problems, pain and postural problems including scoliosis. This class moves a bit slower, and step by step in comparison to the Back Care Classes.",yoga,back care,29,27,type back problems pain postural problems include scoliosis bite slower step step comparison back care,0.033458658,0.86537635,0.033397708,0.034282416,0.03348483,1,Stress Relief/Breath Techniques
347,Back Care Beginners Series,For Brand New Beginners to yoga or to alignment based yoga. These classes cover the basic skills you need to participate in the Back Care & Back Care Basics classes in a progressive manner. You will be taking classes with other new beginners at Samamkaya Yoga and learn many basic actions and prop adjustments appropriate to your back problem or your scoliosis.,yoga,back care,62,49,brand beginners alignment base cover basic skills need participate back care back care basics progressive manner beginners samamkaya basic action prop adjustments appropriate back problem scoliosis,0.015966792,0.015574222,0.015467704,0.937496,0.01549527,3,Stretch and Release
348,Intermediate Back Care / Intermediate Yoga & Scoliosis,For students with mature yoga practice or who have been taking the Yoga & Scoliosis or Back Care class on a regular basis for a minimum of 1 year. All poses will be modified with props and awareness techniques so each student can move along with his/her practice. There will also be some focus on inversions. The Intermediate class is not for new beginners.,yoga,back care,64,55,mature scoliosis back care regular basis minimum 1 year modify prop awareness techniques along focus inversions intermediate beginners,0.40511373,0.18919553,0.02244579,0.3609116,0.022333337,0,Balance and Alignment
349,Yoga & Scoliosis,"For students with a lateral/rotational curvature(s) of the spine. The focus is on extension and working with issues affecting people with scoliosis such as balance, proprioception, strength and reducing compensatory patterns. All levels welcome including those new to yoga.",yoga,back care,39,36,lateral rotational curvature spine focus extension issue affect scoliosis balance proprioception strength reduce compensatory pattern include,0.034785625,0.86179215,0.03352846,0.034046754,0.035846982,1,Stress Relief/Breath Techniques
350,Yoga & Scoliosis Basics,"This class covers the basic information needed to understand the way to work in the Yoga & Scoliosis classes at Samamkaya Yoga, including learning and understanding your own curves, basic poses to charge awareness and gain extension, working with proprioceptive issues and balance.  This class moves slower and more step-by-step than the Open Level Yoga & Scoliosis classes.",yoga,back care,58,44,cover basic information need understand way scoliosis samamkaya include understand curve basic charge awareness gain extension proprioceptive issue balance slower step step scoliosis,0.6416131,0.302934,0.018371522,0.018835071,0.01824625,0,Balance and Alignment
351,Yoga & Scoliosis for Teens & Tweens Series,"This class in appropriate for ages 11-17. All teens are welcome to this class but as idiopathic scoliosis is commonly diagnosed in adolescence, the class will generally focus of scoliosis. This 1-hour class creates an environment that is less intense that the adult classes, allows teens to relate with one another, and is sequenced for a young person’s energy level. Dahlia Galler’s positivity and experience with her own scoliosis will communicate how the love of yoga will lead to a healthier relationship to the body…at a time when this relationship is particularly difficult.",yoga,back care,93,66,appropriate age 11 17 teens idiopathic scoliosis commonly diagnose adolescence generally focus scoliosis 1 hour create environment less intense adult allow teens relate another sequence young person energy dahlia galler positivity experience scoliosis communicate love lead healthier relationship body relationship particularly difficult,0.4150225,0.017253086,0.3516086,0.017108083,0.19900778,0,Balance and Alignment
352,Oui Oui Baby,"Join us for a fun and interactive 40 minute story and sing-song class designed to nurture and stimulate the creativity and imagination of young children in a foreign language. Enter a world of original French stories, songs, puppets, and humorous props and share the adventure with your child. Nurture your child's natural enthusiasm for rhythm, and experience the joy of singing French songs together! No French experience required for child or caregiver.
Diara Bamba - your storytelling guide - is a former high school French teacher and entrepreneur with years of experience in early childhood education. Hailing from Paris, she now lives in Brooklyn with her husband and 5 month old baby girl.",other,,113,83,join us fun interactive 40 story sing song design nurture stimulate creativity imagination young children foreign language enter world original french stories songs puppets humorous prop share adventure child nurture child natural enthusiasm rhythm experience joy sing french songs together french experience require child caregiver diara bamba storytelling guide former high school french entrepreneur years experience early childhood education hail paris live brooklyn husband 5 month old baby girl,0.3011763,0.013705528,0.5276061,0.013925147,0.14358683,2,Deep Relaxation/Mind Practice
353,Yoga of Sacred Geometry,"This class will focus on the use of reference to Great Nature and archetypal shapes within to find functional forms within the body - creating a space for healing, insight, and revelations. Every form within yoga should have function - this class will help students better understand these functions as well as how to build their postures from the ground up with proper measurements and folds. ",yoga,,66,54,focus use reference great nature archetypal shape within find functional form within body create space heal insight revelations form within function help better understand function well build grind proper measurements fold,0.6226798,0.012265597,0.012019536,0.012121852,0.34091324,0,Balance and Alignment
354,Somatic Study,"Somatic study is the study of the body, more specifically of your unique body and how it relates to your energetic and psychological experience. Expect to move, sweat, breathe and rest. Untethered to any one practice, we will weave through different yoga styles (Vinyasa, Hatha, restorative, yin, kundalini, pranayama) as well as other movement practices (ie Qi Cong, Alexander Method), pressure point massage, essential oils and Body mapping . You will leave with tools for self-care and intuitive physical therapy. The class is open to all levels and abilities.",yoga,,89,74,somatic study study body specifically unique body relate energetic psychological experience expect sweat breathe rest untethered weave different restorative well ie qi cong alexander method pressure point massage essential oil body map leave tool self care intuitive physical therapy abilities,0.26264942,0.20342623,0.23648593,0.014476909,0.28296152,4,Core and Strength
355,Women's Rejuvenation Circle,"Rejuvenation Circle
Women's Rejuvenation Workshop is a co-created experience of women supporting women in reclaiming our bodies, beings, and sexualities as our own. We draw power from the archetype of the triple goddess: the Maiden, Mother, and and ever-wise Crone that lies within each of us, and in gathering together, we are able to tap into our deep reserves of wisdom, and healing potential. We believe that the healing and empowerment of women is vital for the healing and empowerment of the world. Through our structure of forming a sacred circle, guided meditation, emotional check-in, ritual, and honoring our bodies' sacred sensuality, we create a healthier, juicier means of being, healing the earth and inviting a more kind and conscious society, one empowered woman at a time.",other,,127,84,rejuvenation circle women rejuvenation workshop co create experience women support women reclaim body sexualities draw power archetype triple goddess maiden mother ever wise crone lie within us gather together able tap deep reserve wisdom heal potential believe heal empowerment women vital heal empowerment world structure form sacred circle guide emotional check ritual honor body sacred sensuality create healthier juicier mean heal earth invite kind conscious society empower woman,0.011095661,0.16197933,0.55747855,0.010579035,0.25886744,2,Deep Relaxation/Mind Practice
356,Sculpt & Tone,"The Yoga Room’s Sculpt & Tone class is a blend of our Barre Fit & Pilates classes with an aerobic undertone that is fast paced and upbeat, working specific muscle groups by use of high repetition to create definition without bulk. Each teacher has a unique style that makes every class a fun challenge, helping you to build full body strength and stability with each exercise.",yoga,,66,56,sculpt tone blend fit pilates aerobic undertone fast pace upbeat specific muscle group use high repetition create definition without bulk unique make fun challenge help build full body strength stability,0.0116524305,0.011231059,0.011179346,0.011320251,0.95461696,4,Core and Strength
357,Tai Chi,"What is Tai Chi all about? Tai Chi refers to the natural balance of life energy. Since ancient times, people have noticed that Nature tends to find balance, and they’ve developed methods to tap into this natural energy phenomenon. We can say that many energy practices, like Qigong and various healing martial arts, are forms of Tai Chi.
How does Tai Chi work?
Tai Chi exercises emphasize energy circulation, breathing and balance, along with mindfulness and concentration. You can practice these exercises while standing, seated or even while lying down. Over time, by practicing Tai Chi you can develop a heightened awareness of your own energy. Many people report feeling physically stronger and lighter, with emotions more calm and mind more clear.
Benefits of Tai Chi
What is Tai Chi good for? Tai Chi practice is recommended for overall wellness. It can help with balance, alignment, and stress reduction. Tai Chi exercises can also serve as a form of meditation. Tai Chi energy-balancing exercises are great for people of all ages, and can be adapted for your own condition. You may experience:
 Less stress
 Improved mood
 Increased energy and stamina
 Reduced chronic pain
 Improved sleep
 Improved flexibility, balance and agility
 Improved muscle strength and definition",tai chi,,205,130,tai tai refer natural balance life energy since ancient notice nature tend find balance develop methods tap natural energy phenomenon say energy like qigong various heal martial arts form tai tai tai emphasize energy circulation breathe balance along mindfulness concentration stand seat lie tai develop heighten awareness energy report feel physically stronger lighter emotions calm mind clear benefit tai tai good tai recommend overall wellness help balance alignment stress reduction tai serve form tai energy balance great age adapt condition experience less stress improve mood increase energy stamina reduce chronic pain improve sleep improve flexibility balance agility improve muscle strength definition,0.004252091,0.18929948,0.004197985,0.11792871,0.68432176,4,Core and Strength
358,Yoga,"Develop your strength, flexibility, breathing, and energy with our Body & Brain yoga classes. You may notice that our yoga classes offer a variety of exercises and poses, helping to keep your practice fun and dynamic while consistently covering the basics. Each Body & Brain yoga class not only trains your body but helps center your awareness inside yourself. Through our signature breathing postures you can accumulate energy and strengthen your core, leaving you feeling recharged, relaxed, and refreshed.
WHAT TO EXPECT DURING OUR
YOGA CLASSES
After a short set of warm up exercises, you'll get into meridian stretching (to improve circulation, strength and flexibility, and relax the mind) followed by core strengthening and breathing postures to accumulate energy. Then you’ll be guided in the practice of energy meditation (called jigam, meaning ‘to quiet the mind’) and a few cool down exercises. After class you’re always welcome to enjoy tea and sharing time with your instructor and classmates.",yoga,,158,116,develop strength flexibility breathe energy body brain notice variety help keep fun dynamic consistently cover basics body brain train body help center awareness inside signature breathe accumulate energy strengthen core leave feel recharge relax refresh expect short warm meridian stretch improve circulation strength flexibility relax mind follow core strengthen breathe accumulate energy guide energy call jigam mean quiet mind cool always enjoy tea share instructor classmates,0.03910313,0.0050589223,0.3006444,0.004962023,0.6502315,4,Core and Strength
359,Rise (65min),"Start the day with Strength & Sensitivity! Breath-led Sun Salutations move into foundational poses priming the body for core strength conditioning and a few twists and turns along the way.
The resulting awakening of the spine will render your body alert and intuitive for the progression of your day.",yoga,,49,39,strength sensitivity breath lead sun salutations foundational prim body core strength condition twist turn along way result awaken spine render body alert intuitive progression,0.022655275,0.29778564,0.022888081,0.023015298,0.6336557,4,Core and Strength
360,Sweat (65min),"A rigorous flow of sweat-inducing, stamina-building yoga postures that include standing poses, twists, shoulder opening backbends, that provide the perfect break for your lunch hour or the occasion to de-stress at the end of your day.",yoga,,36,31,rigorous sweat induce stamina build include stand twist shoulder backbends perfect break lunch hour occasion de stress end,0.4050739,0.15078749,0.22720878,0.02258467,0.19434516,0,Balance and Alignment
361,Level 1 with Chair,"This class is great for all levels of practice, all ages and body types, for variety and new insight. Often using chairs for support, but not always sitting, these classes are appropriate for practitioners who are starting (or re-starting) their yoga practice, may have compromised mobility or an injury, want to explore new ways to practice yoga, or simply want to discover yoga asana using a chair (great for bringing to the office!). The class is very well suited for seniors of all strengths and capacities, including with replacement parts! : ) They may include, but will not require, sitting or lying on the floor. ",yoga,equipment / environment,105,78,great age body type variety insight often use chair support always sit appropriate practitioners compromise mobility injury want explore ways simply want discover use chair great bring office well suit seniors strengths capacities include replacement part include require sit lie floor,0.009673827,0.00967659,0.009580531,0.84331137,0.12775765,3,Stretch and Release
362,SOUK Still (40min),"Feeling yourself pulled in many directions all at once? Slow down to keep up. Allow the occasion for the body to be still and your awareness expansive. Feel the mind loosening its grip on the non-essential, bringing to the forefront clarity and intuitive insight through a state of deep relaxation.
An introduction (5 min), will be followed by guided meditation (15 min), silence (10min), and guided relaxation (10 min). See what makes itself known in one’s natural effortless state.",yoga,,79,67,feel pull directions slow keep allow occasion body still awareness expansive feel mind loosen grip non essential bring forefront clarity intuitive insight state deep relaxation introduction 5 min follow guide 15 min silence 10min guide relaxation 10 min see make know natural effortless state,0.010572488,0.084809475,0.883324,0.010654762,0.010639263,2,Deep Relaxation/Mind Practice
363,Level 1 with Chair Strength,"This class is great for all levels of practice, all ages and body types, for variety and new insight. Often using chairs for support, but not always sitting, these classes are appropriate for practitioners who are starting (or re-starting) their yoga practice, may have compromised mobility or an injury, want to explore new ways to practice yoga, or simply want to discover yoga asana using a chair (great for bringing to the office!). The class is very well suited for seniors of all strengths and capacities, including with replacement parts! : ) They may include, but will not require, sitting or lying on the floor.Students will also have the option of incorporating light weights (2-5 pounds) into the practice of functional strength development, especially for your core. Weights will be available for in-studio use. For at-home students, feel free to use a couple of cans of beans! : )",yoga,equipment / environment,149,106,great age body type variety insight often use chair support always sit appropriate practitioners compromise mobility injury want explore ways simply want discover use chair great bring office well suit seniors strengths capacities include replacement part include require sit lie floor option incorporate light weight 2 5 pound functional strength development especially core weight available studio use home feel free use couple bean,0.0065739704,0.006539287,0.0064971703,0.59789526,0.38249433,3,Stretch and Release
364,URBAN WARRIORS {YOGA},"At once vigorous and cathartic, you’ll groove to an experiential landscape of flow and breath set to DJ-quality playlists. We’ll begin with balancing breathwork to calm your nerves and reboot energy. Soon after, you’ll find yourself flowing through seamless sequences as your mind synchronizes effortlessly with the rhythm of your breath, the rhythm of movement, and the rhythm of music. When it’s time to wind down from this uplifting flow, we’ll melt into deep stretches and, of course, a sweet final relaxation so that every beautiful benefit sinks in—mind, body and soul. Ahhhhh....",yoga,,93,74,vigorous cathartic groove experiential landscape breath dj quality playlists balance breathwork calm nerve reboot energy soon find seamless sequence mind synchronize effortlessly rhythm breath rhythm rhythm music wind uplift melt deep stretch course sweet final relaxation beautiful benefit sink mind body soul ahhhhh,0.012980715,0.13079098,0.7265112,0.11685981,0.012857328,2,Deep Relaxation/Mind Practice
365,Chair Yoga,"A yoga class don in a chair to support all levels. Meditation, Breathing practices will be taught as well. ",yoga,equipment / environment,19,19,chair support breathe well,0.050397232,0.5014531,0.051928576,0.34604728,0.05017376,1,Stress Relief/Breath Techniques
366,Chair Yoga and Stretch,"Enjoy and gentle and low impact seated practice for all ages and levels. This class will be taught in a comfortable upright chair, that’s accessible for everyone. Enjoy restorative seated postures that will release the neck, shoulders, back, and legs. All are welcome to join. Chairs and cushions will be provided, or you may bring your own cushions and accessories.",yoga,equipment / environment,60,48,enjoy gentle low impact seat age comfortable upright chair accessible everyone enjoy restorative seat release neck shoulder back legs join chair cushion bring cushion accessories,0.014336951,0.45456508,0.29341602,0.14312032,0.09456163,1,Stress Relief/Breath Techniques
367,Crystal Consultations,Dive into Crystals with Juanita. Learn how and what crystals do. Sliding scale 11 - 33 additional payments can be made via Zelle: imsoyoganewark@gmail.com Private consultations available please inquire. Encouraged for all levels.,other,,33,33,dive crystals juanita crystals slide scale 11 33 additional payments make via zelle imsoyoganewark gmail com private consultations available please inquire encourage,0.06782845,0.26363394,0.06666884,0.06750467,0.53436416,4,Core and Strength
368,Core Fusion Yoga,"A firm and stable core is vital to maintaining good posture and keeping the rest of your body functioning and healthy. This class will strengthen and tone your abs, glutes and pelvic floor through yoga poses, bandhas, breath work, and other exercises and movements that target the muscles in the central region of the body.",yoga,core,55,44,firm stable core vital maintain good keep rest body function healthy strengthen tone abs glut pelvic floor bandhas breath movements target muscle central region body,0.020295603,0.020017518,0.21027681,0.020218506,0.72919154,4,Core and Strength
369,Center Yoga,"Center Yoga is a modern interpretation of classical yoga— matching breath with movement, mastery through repetition and held poses, and the use of props in the belief that yoga is for all bodies. Look forward to a balanced practice that incorporates aspects of breath-work, heating, and cooling postures.",yoga,,48,40,center modern interpretation classical match breath mastery repetition hold use prop belief body look forward balance incorporate aspects breath heat cool,0.37745553,0.018233461,0.018505575,0.5672432,0.01856225,3,Stretch and Release
370,Power hour,"A shortened version of our Center Yoga class.  Get a complete practice in one hour and leave feeling refreshed, revitalized and ready for the rest of your day.",yoga,,28,26,shorten version center complete hour leave feel refresh revitalize ready rest,0.25768882,0.033335194,0.6415905,0.033599745,0.03378572,2,Deep Relaxation/Mind Practice
371,Wild Core,"This strenuous flow class starts with a grounding breath work. It moves through a sequence of strong core exercises blended with a series of challenging vinyasas, including standing balancing poses. It progresses interspersed with more strengthening moves. Final core sequences will likely end the standing series to wind down on the floor for the final 10 minutes. You are always welcome to take as many breaks and move at your own pace.
Sui Wild Core can feel intense, especially if you’ve never taken the class before. We recommend that you feel familiar and have previous experience with other Vinyasa flow style classes.
This is our utmost strenuous offering. It is not a traditional vinyasa practice. ",flow,core,115,92,strenuous ground breath sequence strong core blend challenge vinyasas include stand balance progress intersperse strengthen final core sequence likely end stand wind floor final 10 minutes always break pace sui wild core feel intense especially never recommend feel familiar previous experience utmost strenuous traditional,0.36108872,0.0081427535,0.09522159,0.008187651,0.52735925,4,Core and Strength
372,Level 1 Core,"This special foundational class is a mix of Level 1 with a clear focus on core strength and offers a touch of Pilates-based exercises, so you feel a real difference in your whole torso! This class is usually more gentle than our regular Level 1, but has a powerful effect on your entire core. ",yoga,,54,43,special foundational mix 1 clear focus core strength touch pilates base feel real difference whole torso usually gentle regular 1 powerful effect entire core,0.01682457,0.013492158,0.013435001,0.37282375,0.5834245,4,Core and Strength
373,Level 1 Core Strength,"Using yoga asana (postures) as the main method of movement, students will also have the option of incorporating light weights (2-5 pounds) into the practice of functional strength development, especially for your core. Weights will be available for in-studio use. For at-home students, feel free to use a couple of cans of beans! : )",yoga,core,55,47,use main method option incorporate light weight 2 5 pound functional strength development especially core weight available studio use home feel free use couple bean,0.016731456,0.016696451,0.016770938,0.016836772,0.9329643,4,Core and Strength
